Kode,Navn,Enhet,Kommentar,bauhaus,byggern,byggmakker,byggmax,byggtorget,elektroimportoren,fargerike,flisekompaniet,gausdal_landhandleri,industrivarer,jemogfix,jernia,maxbo,megaflis,monter,obs_bygg,staypro,torn,verktoy,xl_bygg
47177253,Kryssfinérplate 15mm 120x240cm tørt/innendørs BB/BB ubehandlet poppel rett kant,stk,,,1725.42,1952.78,,,,,,,,,,,,,,,,,
23654494,Hobbyplate furu 18x200x2400 limt ubehandlet Combiwood Barkevik,stk,,,339,279,,338.86,,,,,,,,269,,,279,,,,354.61
45387697,Hobbyplate 300x2400x18 furu malt lamellimt 18mm rindal Rindalslist,stk,,,1290,999,,1017.67,,,,719,,,,1099,,3885,1299,,,,1093.04
48301797,Hobbyplate 300x1200x18 furu malt lamellimt 18mm hvit Rindalslist,stk,,,659,539,,474,,,,,,,,,,,569,,,,615.44
42331686,Dørsett bod sælen 9x21v ubehandlet boddør 18grader Swedoor,stk,,,5490,,,3990,,,,,,,,6190,,,,,,,5502.05
11340049,Universalnøkkel un-t programa INDU-PROG,stk,,159,195,189,,211.39,,,,169,,,,,,209,,159,,,211.39
22567283,Habo dørstopper vinkel varmgalvanisert gummistopper,stk,,289,319,379,,385.75,,,,329,,,,349,,415,,289,,,385.75
28757862,Dørhåndtak London innvendig rustfri sb habo,stk,,,339,319,,331.3,,,,,,,,229,,384,,,,,399.29
30085765,Karmhylse i-p zink 38mm INDU-PROG 6stk,pakke,,,129,129,,119.24,,,,,,,,,,,,,,,116.07
40984858,Habo dørstopper 2890 75mm rustfri sb skult innfesting,stk,,119,249,199,,196.25,,,,,,,,239,,241,,,93.5,,244.73
50697878,Karmskrue l8 6x110mm skarp spiss 4stk ESSVE,stk,,,76,64.9,,,,,,,,,,,,,,73,,,64.9
21218342,"Hullplate 40x120x2,0mm ean Simpson Strong-Tie",stk,,,11.9,7.9,,8.06,,,,,,,,8.9,,10.9,7.9,,,,8.06
55255896,Treskrue ESSDRIVE senkhode 4x40 elforsinket 200stk essve,stk,,,165,179,,149.63,,,,149,,,,,,234,,,,,154.31
55255926,"Treskrue ESSDRIVE senkhode 4,5x50 elforsinket 200 essve",stk,,,259,279,,230.5,,,,229,,,,,,329,,,,,239
56663933,"Treskrue ESSDRIVE senkhode 3,5x40 elforsinket 200 essve",stk,,,159,169,,140.83,,,,139,,,,,,224,,,,,140.83
22349765,Minirullbøyle kort perfect Jordan,pakke,,,48,51,45.95,50.9,,79,,42,,,69.5,54.9,49,49.9,45.9,,,,49.8
40479099,Pensel flat Ultimate 70mm inne jordan,pakke,,,249,189,,209,,239,,209,,,219,209,199,189,189,,,,209
40479669,Jordan perfect flat pensel 50mm inne,pakke,,,145,149,129,134.28,,159,,119,,,149,149,149,135,159,,,,129.55
44728524,Minirull perfect 10cm jevne underlag Jordan,pakke,,,53,64.9,,47.58,,79,,45,,,69.5,59,59,52.9,54.9,,,,47.58
56259420,Pensel skrå presisjon 50mm Ultimate jordan,pakke,,,249,179,,199,,219,,209,,,219,199,189,179,179,,,,199
21511324,"Trelim 750 vinter 0,75L BOSTIK",stk,,,98,139,,100.53,,119,,,,,,,,,,,,,99
24021867,Avfetter fugeglatter Tec7 cleaner,stk,,,219,219,,209.04,209,249,,189,,,249,239,,280,219,,,160,200.8
43729465,"Jotun LADY Pure Color supermatt 0,68L",stk,,,309,319,,241.72,,203.32,,249,,,203.32,309,,315,289,,,,254.45
43852998,OPTIMAL vindu og dør hvit base0.68l jotun,stk,,219,289,299,,298.8,,379,,,,,329,369,,356,329,,38,,299
45732922,Oljegrunning visir pigmentert 1L Jotun,stk,,279,279,,,253.9,,299,,,,,299,309,,299,289,,,,253.9
45937984,Oljegrunning visir pigmentert 3L Jotun,stk,,589,629,599,,597.94,,599,,,,,599,629,,599,599,,,,629
50637485,Gulvlim cascoproff extra 10L Casco floor,stk,,,1490,1449,,,,,,1590,,,,1649,,1929,,,,,
51266906,Fugeskum allround hand 500ml BOSTIK,stk,,,,129,,,,,,,,,,,,,,,,,132.61
51473198,"Farveprøve Jotun interiør hvit base 0,45L",stk,,,109,109,84.95,94.4,,99,,,,,89.5,109,,97.25,89,,,,94.4
51473202,"Farveprøve Jotun interiør hvit base 0,45L",stk,,,109,109,84.95,94.4,,99,,,,,89.5,109,,97.25,89,,,,94.4
54415321,"Jotun DryTech murmal lysgrå ba 2,7L",stk,,659,729,699,,656.75,,699,,674,,,679,769,,713,685,,,,657.88
57129762,Fugemasse h760 offwhite 290ml BOSTIK,stk,,,195,179,,164,,189,,,,,,,,,,,,,164
50871603,101 filler tøyfiller bomull 1kg,stk,,,219,109,,158.34,,,,,,,,109,,141,,,,,158.34
UFRSUM,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
5327150,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
06050018_0600,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
2100020,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
2200001,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
2200004,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
2500001,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
2500010,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
2500011,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
S9999940,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
S9999990,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
26925164,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
51743561,Knytesekk 390/390x1230mm 70my 125L Tommen Gram,stk,,,125,119,,,,,,,,,,129,,,,,,,
54515792,Knytesekk 750x1250mm 45my 125L Tommen Gram,stk,,,56,57,,,,,,,,,,59,,,,,,,
54515822,Avfallsekk 770x1300mm 70my 160L Forenede Plast,stk,,,115,99,,,,,,,,,89.5,99,,,,,,,
58039062,Bærepose byggern 500x500mm/40 50my med logo Tommen Gram,stk,,,5.5,,,,,,,,,,,,,,,,,,
S9999901,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
S9999941,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
S9999991,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
23304660,Furu 19x098 rektangulær kledning royal brun Alvdal Skurlag,stk,,,47.5,44.4,,46.13,,,,,,,,59,,49.9,,,23,,46.52
26022749,"Kvartstaff 12x12mm 2,4m lakkert eik",meter,,219,120.51,116.34,,,,,,,,,,,,,106.33,,,,
26063289,"Furu 15x021 hulkil 2,40 mtr malt Rindalslist",meter,,,81.31,,57.96,,,,,,,,,,,,57.96,,,,
26063701,"Furu 09x034 brannmlist 2,4m s0500-n Rindalslist",meter,,,70.27,74.64,,,,,,,,,,,,80.06,57.96,,,,
26063768,Vinkellist furu hvit bomull s0502-y 28x28x2400mm Moelven,meter,,,149.7,137.19,93.83,,,,,,,,,,,138.03,105.08,,,,
26063784,Vinkellist furu klassisk hvit s0500-n 34x034x2400mm Rindalslist,meter,,,191.4,142.74,128.85,,,,,,,,,,,196.82,140.53,,,,
26504845,Furu 18x045 dørsett utforing ncs s0500-n Combiwood Barkevik,stk,,499,409,329,,447.15,,,,514.7,,,,464,,400,309,,,,448.04
26504852,Furu 18x070 dørsett utforing ncs s0500-n Combiwood Barkevik,stk,,599,559,429,,599.25,,,,651.8,,,,604,,952,425,,,,599
26504902,"Kvartstaff 15x15mm 2,4m hvit malt furu",meter,,,95.49,68.16,66.3,,,,,,,,,,,113.84,70.88,,,,
26505073,Furu 10x058 dørpakke malt Rindalslist,stk,,,549,339,,,,,,,,,,,,,299,,,,
26505081,Furu 12x058 dørpakke malt Rindalslist,stk,,,389,,,,,,,,,,,,,498,325,,,,
26505099,Furu 12x070 dørpakke malt Rindalslist,stk,,,419,,,,,,,,,,,,,612,355,,,,
26505172,Furu 18x095 dørsett utforing ncs s0500-n Combiwood Barkevik,stk,,,719,599,,760.1,,,,814.6,,,,809,,1359,615,,,,761.61
26505180,Furu 18x120 dørsett utforing ncs s0500-n Combiwood Barkevik,stk,,899,849,689,,1074.43,,,,950.2,,,,1069,,,659,,,,1044.53
26505198,Furu 18x145 dørsett utforing ncs s0500-n Combiwood Barkevik,stk,,995,1090,969,,1170.86,,,,1177.6,,,,1199,,,929,,,,1286.57
26505289,Eik 09x015x1000 feielist 91100 lakkert 1m Bergene Holm,meter,,54.95,79,62.9,59.45,74.19,,,,63,,,,71.95,,110,69,,,,82.25
26505305,Eik 09x020x1000 feielist 91101 lakkert 1m Bergene Holm,meter,,64.95,89,89,74.95,,,,,73.9,,,,,,103.25,79,,,,115.15
26505339,Eik 09x030x1000 feielist 91104 lakkert 1m Bergene Holm,meter,,80.5,125,114.5,115,109.47,,,,97.65,,,,129,,143,119,,,,125.35
26505347,Eik 09x040x1000 feielist 91107 lakkert 1m Bergene Holm,meter,,109,159,149,125,135.89,,,,131.3,,,,149,,186,129,,,,159
26505354,Eik 09x070x1000 feielist 91111 lakkert 1m Bergene Holm,meter,,149,229,239,199,229.4,,,,206.5,,,,239,,251.5,215,,,,238
26505362,Feielist eik 09x100x1000 lakkert Combiwood Barkevik,meter,,249,409,379,295,349.81,,,,308.2,,,,369,,480.5,317,,,,380.6
26507384,Eik 09x050x1000 feielist 91109 lakkert 1m Bergene Holm,meter,,,169,142,139,137.83,,,,134.25,,,,154,,181,145,,,,157.93
42351623,Furu 45x045 rundstokk ubehandlet Moelven,stk,,139,209,169,,,,,,150.6,,,,,,238,195,,,,
42352172,Feielist 9x60x1000 lakkert eik heltre eikferdig med vannbasert klarlakk1 meter list passer til en dørlisten kan limes eller,stk,,,149,172,,145.73,,,,,,,,189,,215,,,24,,181.64
43201703,Gran 19x148 rektangulær kledning endepløyd kl.1 grunnet Øyheim Høvleri,stk,,,39,41.9,38.95,30.8,,,,35.9,,,,48.9,,49.15,47.85,,,,38.64
43236056,Gran 16x098 rektangulær kledning kl.1 grunnet Eidskog Stangeskovene,stk,,,29,27.9,,26.18,,,,23.9,,,,26.9,,44.65,19.85,,,,28.37
43236094,Gran 19x098 rektangulær kledning endepløyd kl.1 grunnet Øyheim Høvleri,stk,,,32,31.9,31.9,28.53,,,,26.6,,,,29.9,,42.7,31.9,,,,31.78
43236113,Rektangulær kledning gran 19x123 grunning + mellomstrøk Gausdal Bruvoll,stk,,,36,33.9,33.85,33.69,,,,35.3,,,,34.9,,51.5,34.9,,,,35.89
43236143,Gran 19x148 dobbelfals gml riller endepløyd gr+m Eidskog Stangeskovene,stk,,,39,44.9,,31.34,,,,,,,,45.9,,53.4,36.9,,,,36.88
44107817,Furu 18x170x2400 laminert utforing malt Opus hvitmalt s0502-y,meter,,174.58,216.42,241.44,195.57,228.98,,,,195.32,,,,245.61,,238.52,202.25,,,,223.78
44107821,Furu 18x195x2400 laminert utforing malt Opus hvitmalt s0502-y,meter,,178.75,249.37,283.14,245.61,264,,,,220.88,,,,278.97,,239.77,246.03,,,,253.13
44107836,Furu 18x220x2400 laminert utforing malt Opus hvitmalt s0502-y,meter,,,278.97,349.86,,358.2,,,,260.58,,,,376.97,,365.29,374.88,,,,318.71
44107840,Furu 18x250x2400 laminert utforing malt Opus hvitmalt s0502-y,meter,,249.58,308.16,349.86,333.18,337.71,,,,295.07,,,,389.48,,404.91,412.41,,,,329.01
44107995,Furu 18x195x4400 laminert utforing ncs s0500-n Combiwood Barkevik,meter,,215.68,281.48,283.52,,232.22,,,,246.62,,,,294.87,,390.44,329.15,,,,250.57
44200565,Furu 18x145x2400 laminert utforing malt Opus hvitmalt s0502-y,meter,,166.25,187.23,201.2,191.4,198.56,,,,159.38,,,,226.84,,211.84,198.07,,,,196.05
44200592,Furu 18x145x4400 laminert utforing ncs s0500-n Combiwood Barkevik,meter,,,213.67,217.69,,180.85,,,,177.94,,,,230.18,,215.2,261.05,,,,188.18
45232320,"Furu 09x021 feielist 4,4m malt hvit ncs0502y Rindalslist",meter,,,56.27,36.32,49.49,,,,,,,,,,44.97,96.28,57.63,,,,
45232384,"Glattkant 12x21mm 4,4m hvit malt furu",meter,,,63.33,45.4,,,,,,,,,,,,64.24,,,,,57.64
45232441,"Furu 21x58 utforingslist 12mm 4,4m malt hvitmalt 21 x 58mm lengde",meter,,,129.16,104.19,,,,,,,,67.95,,,,168.89,96.48,,,,
45232596,09x058x4400 karmlist med rund kant malt furu Rindalslist,meter,,,54.25,49.71,,50.38,,,,,,,,65.6,,113.96,48.46,,,,50.38
45232600,Karmlist furu 12x070x4400 glatt Harmoni hvitmalt s0502-y bomull,meter,,54.32,63.33,59.73,54.25,54.37,,,,,,,,67.87,,92.62,58.79,,,,61.06
45232653,10x058x4400 gulvlist rund kant furu ncs s0500-n Rindalslist,meter,,,54.25,49.71,,58.9,,,,,,,,65.6,,113.96,48.8,,,,58.9
45232664,"Furu 12x70 karmlist slett malt i heltre kommer hele lengder på 4,4m 12 x 70 4400mm glatt med avrundede kanter hvitmalt ncs0502y",meter,,53.19,72.41,63.33,54.25,,,,,,,,,67.87,,110.09,66.28,,,,61.71
45232721,Taklist dobbelskygge 21x34x4400mm hvitmalt furu ncs s0502-y Moelven,meter,,45.23,70.14,56.52,54.25,63.87,,,,,,,,79.22,,83.99,54.25,,28.38,,70.19
45232736,"Furu 21x045 taklist e-skg 4,4m malt Rindalslist",meter,,,92.84,,,,,,,,,,,,,115.77,74.68,,,,
45631142,Furu 18x070x4400 laminert utforing ncs s0500-n Combiwood Barkevik,meter,,106.59,109.87,115.54,,104.3,,,,101,,,,120.08,,106.92,114.64,,,,104.65
45631157,Furu 18x095x4400 laminert utforing ncs s0500-n Combiwood Barkevik,meter,,108.86,147.1,148.45,,137.53,,,,120.83,,,,167.75,,137.79,148.69,,,,138.2
46063723,Staur 5x150cm RKC,stk,,,79,,,,,,,,,,,,,,49,,,,
47242194,Karmlist furu 12x058x4400 glatt Harmoni hvitmalt s0502-y bomull,meter,,,63.22,45.8,45.17,54.89,,,,,,,,65.15,,76.62,58.34,,13.39,,55.83
47853313,Mdf 04x70x2400 flexilist t hvit tape Rindalslist,meter,,,103.83,124.68,,,,,,,,,,,,,106.33,,,,
48259362,Namas trekiler gran 48x150mm pr pakke/bunt 10stk,pakke,,,29,,,,,,,,,,,29,31,,,,,,
48793341,"Glattkant 15x45mm 4,4m hvit malt furu",meter,,67.95,83.76,90.57,76.05,81.03,,,,,,,,101.92,,96.7,89.67,,,,89.23
48983041,"Konstruksjonsvirke 48x98mm 4,2m C24 impregnert NTR-AB",meter,,29.9,31.9,,,34.94,,,,,,29.9,,44.98,,85,,,,,53.43
48983234,"Konstruksjonsvirke 48x98mm 4,8m C24 impregnert NTR-AB",meter,,29.9,31.9,34.5,,36.78,,,,,,,,43.47,,35.4,,,,,53.37
48983321,"Konstruksjonsvirke 48x148mm 4,8m C24 impregnert NTR-AB",meter,,49.45,51.9,56.2,,55.54,,,,,,,,59.55,,59.1,,,,,75.37
48983393,"Konstruksjonsvirke 48x198mm 4,8m C24 impregnert NTR-AB",meter,,67.95,69.9,75.5,,73.57,,,,,,,,77.88,,79.5,,,,,78.52
49213182,"Lekt 23x48mm 4,2m impregnert NTR-AB",meter,,12.45,13.9,14.79,,11.6,,,,,,,,,,,,,,,
49213318,"Lekt 48x48mm 4,8m impregnert Kl.1",meter,,19.9,25.9,33.16,,24.95,,,,,,21.9,,,,,,,,,
49556178,"Konstruksjonsvirke 48x98mm 4,8m C24 ubehandlet",meter,,26.15,29.9,31.4,,30.39,,,,37.4,,26.15,,32.48,,32.2,,,,,43.33
51068235,Trekile 14x048x130 bunt 12stk Rindalslist,stk,,,34.9,41.3,,,,,,,,,,,,,34.9,,,,
51799035,Karmlist furu 12x058x4400 glatt Harmoni hvitmalt s0502-y bomull,meter,,,63.22,45.8,45.17,54.89,,,,,,,,65.15,,76.62,58.34,,13.39,,55.83
51799141,Taklist dobbelskygge 21x34x4400mm hvitmalt furu ncs s0502-y Moelven,meter,,45.23,70.14,56.52,54.25,63.87,,,,,,,,79.22,,83.99,54.25,,28.38,,70.19
51799160,Gulvlist furu 12x058x4400 glatt Harmoni hvitmalt s0502-y bomull,meter,,50.91,63.22,56.52,50.84,56.12,,,,,,,,60.61,,76.05,53.11,,25.65,,56.12
52718063,Furu 12x095x4400 karm rund s0502-y hvitmalt karmlist Moelven,meter,,86.14,135.75,122.35,,108.54,,,,,,,,142.78,,159.35,96.48,,,,116.39
54101142,Furu 18x170x4400 utforing ubehandlet limt combiwood Combiwood Barkevik,meter,,,315.53,283.52,,236.68,,,,192.72,,,,294.87,,244.03,306.22,,,,274.22
54226124,Furu 34x145 altanrekke rund kl.1 altanrekker benyttes i hovedsak som på rekkverk til terrasser og leveres ulike profiler hvor de,stk,,,100.5,124,,108.97,,,,108,,,,109,,177,84.95,,,,117.65
54226143,Furu 45x095 vannbrett kl.1 impregnert Alvdal Skurlag,stk,,,209,171,,160.39,,,,,,,,139,,,132,,,,149
54229261,Lekt 48x48mm impregnert NTR-AB Kl.1,stk,,,25.9,27.9,22.9,24.88,,,,23.9,,,,26.9,,27.9,23.45,,,,25.68
54229276,Lekt 36x73mm impregnert NTR-AB Kl.1,stk,,,34,34.9,25.45,28.95,,,,,,,,31.9,,31.1,26.25,,,,28.68
54229280,Lekt 36x48mm impregnert NTR-AB Kl.1,meter,,,19.9,21.2,16.85,19.94,,,,21.6,,,,29.4,,21.4,20.45,,,,20.04
54229344,Lekt 48x48mm ubehandlet Kl.1,stk,,,21.9,21.4,19.85,20.44,,,,19.6,,,,21.9,,21.4,21.45,,,,21.9
54229420,Lekt 48x68mm ubehandlet Kl.1,stk,,,42,,,30.64,,,,28.7,,,,40.9,,57.4,35.75,,,,33.43
54229503,Terrassebord 21x95mm oljet furu impregnert NTR-AB Kl.1,meter,,,16.9,19.9,,17.38,,,,15.9,,,,17.9,,11.9,12.25,,,,17.9
54229522,Furu 19x098 impregnert rektangulær kledning gr hvit Larvik Impregneringskompani,stk,,,29,34.6,29.9,29.44,,,,31.6,,,,33.9,,38.3,30.65,,,,29.96
54229594,"Konstruksjonsvirke 48x148mm 7,0m C24 ubehandlet fingerskjøt",meter,,,49.9,52.9,46.5,52.9,,,,49.9,,,,48.9,,84.3,47.65,,,,49.9
54229613,Terrassebord 28x95mm furu impregnert NTR-AB Kl.1,meter,,,23.9,29.9,,22.24,,,,,,,,25.9,,23.5,24.25,,,,27.22
54229662,Gran/furu 23x148 forskaling Eidskog Stangeskovene,stk,,,35,36.5,,28.38,,,,26.8,,,,35.9,,69.6,43.45,,,,29.25
54229783,Lekt 30x48mm ubehandlet Kl.1,stk,,,12.9,13.4,9.85,13.31,,,,12.9,,,,11.9,,11.8,10.25,,,,13.39
54229821,Konstruksjonsvirke 48x198mm C24 ubehandlet fingerskjøt,stk,,,64.9,66.9,59.9,65.9,,,,66.9,,,,64.9,,66.6,61.45,,,,64.9
54229836,Konstruksjonsvirke 36x98mm C24 impregnert,stk,,,40.5,41.9,28.95,31.94,,,,28.3,,,,34.9,,39,29.65,,,,31.19
54229923,Furu 22x198 impregnert rektangulær kledning kl.1 Larvik Impregneringskompani,stk,,,66,75.2,,63.7,,,,67.9,,,,79,,101,,,,,63.24
54229957,Konstruksjonsvirke 36x198mm C24 ubehandlet fingerskjøt,meter,,,86,65.9,39.45,58.08,,,,57,,,,54.9,,61.4,40.45,,,,58.2
54229961,Furu 19x148 impregnert rektangulær kledning kl.1 Larvik Impregneringskompani,stk,,,42,45.9,,42.06,,,,42.9,,,,43.9,,68.15,38.85,,,,38.47
54229976,Furu 19x123 impregnert rektangulær kledning gr hvit Larvik Impregneringskompani,stk,,,36,44.9,,35.6,,,,35.8,,,,41.9,,57.6,36.5,,,,35.85
54230241,Lekt 23x48mm ubehandlet Kl.1,stk,,,12.5,12.9,11.85,10.48,,,,10.2,,,,12.9,,12.8,12.25,,,,11.78
54230260,Furu 22x148 impregnert rektangulær kledning kl.1 Larvik Impregneringskompani,stk,,,48,49.9,,46.65,,,,50.9,,,,49.9,,52.3,44.85,,,,43.55
54230313,Lekt 36x48mm ubehandlet Kl.1,stk,,,16.9,17.9,16.85,16.41,,,,15.1,,,,17.9,,21.8,17.45,,,,16.9
54230332,Furu 19x148 impregnert dobbelfals 28grader gr Larvik Impregneringskompani,stk,,,42,47.9,38.95,38.91,,,,,,,,46.9,,61.4,41.9,,,,42
54230343,Gran 15x098 justert forskaling ubehandlet kjeldstad,stk,,,17.9,22,,14.73,,,,13.3,,,,19.9,,20.4,16.35,,,,15.12
54230536,Lekt 36x68mm ubehandlet Kl.1,stk,,,27.9,30.9,,23.86,,,,22.4,,,,28.9,,30,25.25,,,,25.25
54230612,Konstruksjonsvirke 36x148mm C24 ubehandlet,stk,,,63,55.9,37.35,46.6,,,,41,,,,43.9,,57.5,38.25,,,,43.43
54230873,Konstruksjonsvirke 36x148mm C24 impregnert NTR-AB,stk,,,63,63.9,47.8,53.42,,,,54.8,,,,59,,59.1,47.8,,,,52.23
54262933,Konstruksjonsvirke 48x98mm C24 ubehandlet,stk,,,29.9,31.4,26.15,30.98,,,,29.9,,,,28.9,,31.1,26.85,,,,30.25
57366744,"Lekt 30x48mm 3,0m impregnert",meter,,,22,15.8,,20.33,,,,,,,,,,,,,,,10.58
S0502100,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
S0504200,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
S0509700,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
10157097,"Sprengsement trollkraft 2,5kg heydi Hey'di",stk,,,379,319,,379,,,,,,,,,,379,,,,,382
29741741,Kantlist 52x10x2000mm Platon isola,stk,,,118,129,,155.88,,,,139,,,,138,,125,115,,,,145.65
43195755,"Murmørtel ildfast 4,5kg heydi Hey'di",stk,,259,298,249,,297.4,,,,,,,350,269,,330,,,,,299
44478893,Heydi støp b30 25kg murmørtel Hey'di,stk,,74.9,99,99,,100.9,,,,,,,,109,,130,,,,,100.9
44640865,Heydi støp b25 25kg murmørtel Hey'di,stk,,64.9,125,99,,105.25,,,,,,,,,,,,,,,109
45100353,Leca safe vinterstrø 10L,stk,,,69,64.9,,91.43,99,,,95,,,89.5,74.9,69,54.9,69,,39,,98.89
45100364,Leca safe vinterstrø 50L,stk,,,219,339,,309,,,,289,,,229,249,229,315,239,,,,339
55211058,Robust strøsand 20kg,stk,,,76,99,,128.59,,,,,,,,,,,78.9,,,,136.16
10906634,ROCKWOOL lydbøyle pk d,pakke,,,89,7900,,7533.75,,,,,,,,4900,,79.15,,,,,5881.25
22624555,Norgips hjørnebeslag hb 29 3000mm rf,stk,,,98,91.55,,,,,,,,,,99,,128,,,,,126.59
23273634,Norgips hjørnebeslag hb 29 2385mm rf,stk,,94.9,79,72.8,,,,,,,,,,79,,102,,,,,49.9
41035411,"Stålbånd b 100/0,5 25m Norgips",stk,,,898,822.5,,,,,,,,,,929,,1145,999,,,,1057.4
43271964,Stålprofil c 70 db+ 2685mm Norgips dbplus stender,stk,,,,96.53,,,,,,,,,,,,,,,,,
24519704,Kamstål i stang ø10 l= 6m celsa Celsa Steel,stk,,,94.72,113.02,,93.96,,,,78,,,,109,,120.25,105,,,,102.9
41051293,"Netting sekskanthode vz 900x19x0,7mm 10m HP Schou",stk,,,269,359,,335.28,,,,,,,,349,,,,,,,333.89
S0812001,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
S0812200,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
10397701,Gipsplate 13mm 120x240cm standard kvalitet rett kant,m2,,44.76,79,59.86,,66.58,,,,,,,,58.64,,89.75,41.29,,,,67.35
10397719,Gipsplate 13mm 120x250cm standard kvalitet rett kant,m2,,62.94,83,61.84,62.94,78.76,,,,,,,,59.61,,90.25,68.27,,,,79.82
10397735,Gipsplate 13mm 120x270cm standard kvalitet rett kant,m2,,61.69,83,62.17,,,,,,,,,,61.69,,90.25,,,,,81.8
10397750,Gipsplate 13mm 120x300cm standard kvalitet forsenket,m2,,80.34,83,69.06,,78.77,,,,,,,,77.56,,108,74.78,,,,80.06
10910982,Sponplate gulv standard 22x620x2420 Forestia,m2,,160.13,244,193.42,,214.31,,,,186.93,,,,180.23,,182,177.55,,,,203.61
11409059,Kryssfinérplate forskaling 15mm 75x150cm eksteriør Film/Film filmbelagt bjørk rett kant,stk,,,950.88,505.8,,373.75,,,,,,,,,,2395.68,685,,,,503.78
21057179,Forestia sponplate gulv reno standard 1820,m2,,199,198,,,187.55,,,,,,,,,,296,,,,,
21592886,Plate bygg våtrom 6x1200x600 Steni 6mm masterboard,stk,,,193.68,207.22,,262.54,,,,,,,,229,,215.28,279,,,,257.8
23614456,Forestia Tak-ess 14TF Hvit Inspirasjon 62x122 cm (1 stk),stk,,105.64,98.04,119.44,,147.95,,,,119,,,,127.84,102.6,129.36,379,,,,137.32
26180810,Kryssfinérplate 9mm 120x240cm fuktig miljø BB/CC ubehandlet poppel rett kant,stk,,,590.04,661.26,,554.73,,,,459,,,,669,,,,,,,549
26182154,Kryssfinérplate 12mm 120x240cm fuktig miljø BB/CC ubehandlet poppel rett kant,stk,,,742.02,837.98,,706.67,,,,579,,,,699,,,,,,,710.58
26182170,Kryssfinérplate 6mm 120x240cm fuktig miljø BB/CC ubehandlet poppel rett kant,stk,,,432.1,483.06,,405.69,,,,339,,,,499,,,,,,,399
26182188,Kryssfinérplate 15mm 120x240cm fuktig miljø BB/CC ubehandlet poppel rett kant,stk,,,920.82,1023.93,,830.38,,,,719,,,,1049,,,,,,,878.82
29465358,Gipsplate 9mm 120x274cm vindtett,m2,,,109,105.95,,,,,,,,,,118.26,,173,,,,,103.6
30716427,Kryssfinérplate 9mm 120x240cm eksteriør BB/CC ubehandlet poppel rett kant,stk,,,519,641.8,,670.64,,,,,,,,,,,,,,,581.87
30716443,Kryssfinérplate 15mm 120x240cm eksteriør BB/CC ubehandlet poppel rett kant,stk,,,819,1006.75,,1090.1,,,,,,,,,,,,,,,890.06
42539333,Kryssfinérplate 22mm 120x240cm fuktig miljø BB/BB ubehandlet poppel rett kant,stk,,,1338.02,1416.99,,1149.09,,,,,,,,,,,,,,,1102.9
43656597,OSB plate 12mm 120x240cm OSB3 TG2,m2,,,131.93,125.52,139.06,125.19,,,,115.26,,,,132.26,,138.54,142.46,,,,126.83
45224181,Kryssfinérplate konstruksjon 4mm 60x240cm WeatherGuard eksteriør ubehandlet gran TG4,stk,,,718.83,613.77,,728.16,,,,459,,,,,,1436.19,,,299,,698.89
45970695,OSB plate 15mm 120x240cm OSB3 TG2,m2,,,161.26,157.4,,144.95,,,,142.46,,,,159.46,,171.88,142.46,,,,143.97
46281442,Fasadeplate sn 8010 lg Steni colour m,stk,,,4190,,,,,,,,,,,,,5650,,,,,
47177245,Kryssfinérplate 12mm 120x240cm tørt/innendørs BB/BB ubehandlet poppel rett kant,stk,,,1412.52,1628.31,,,,,,,,,,,,,,,,,
48052442,Gipsplate 6mm 90x250cm renovering forsenket,m2,,70.6,109,88.41,145,104.97,,,,100.34,,,,88.36,,156.88,61.72,,,,114.08
52867432,Kryssfinérplate forskaling 15mm 75x150cm eksteriør oljet blandet bartre rett kant,stk,,,301.28,399.04,,325.81,,,,,,,,,,,,,,,326.9
53597301,Gipsplate 9mm 90x250cm standard kvalitet rett kant,m2,,,259,266.13,,,,,,,,,,,,403,,,,,
55990143,Kryssfinérplate konstruksjon 15mm 30x240cm III/III ubehandlet gran TG4,stk,,,238.53,266.66,,249,,,,219,,,,,,,,,,,259.64
56108133,OSB plate 18mm 120x240cm OSB3 TG2,m2,,,193.5,188.28,,183.23,,,,142.46,,,,193.46,,204.51,213.86,,,,179.29
